,High,Low,Open,Close,TimeStamp,TotalVolume,DownTicks,DownVolume,OpenInterest,IsRealtime,IsEndOfHistory,TotalTicks,UnchangedTicks,UnchangedVolume,UpTicks,UpVolume,Epoch,BarStatus
0,191.56,189.23,190.33,191.24,2023-12-01T21:00:00Z,45704823,260477,23206016,0,False,True,515409,0,0,254932,22498806,1701464400000,Closed
1,191.56,189.23,190.33,191.24,2023-12-01T21:00:00Z,45704823,260477,23206016,0,False,True,515409,0,0,254932,22498806,1701464400000,Closed
2,191.56,189.23,190.33,191.24,2023-12-01T21:00:00Z,45704823,260477,23206016,0,False,True,515409,0,0,254932,22498806,1701464400000,Closed
3,190.05,187.45,189.98,189.43,2023-12-04T21:00:00Z,43389519,294949,23945479,0,False,True,587446,0,0,292497,19444040,1701723600000,Closed
4,194.4,190.18,190.21,193.42,2023-12-05T21:00:00Z,66628398,349390,36462549,0,False,True,700575,0,0,351185,30165848,1701810000000,Closed
5,194.76,192.11,194.45,192.32,2023-12-06T21:00:00Z,41089737,249321,24577966,0,False,True,491197,0,0,241876,16511770,1701896400000,Closed
6,195,193.59,193.63,194.27,2023-12-07T21:00:00Z,47477655,249760,19199041,0,False,True,495017,0,0,245257,28278613,1701982800000,Closed
7,195.99,193.67,194.2,195.71,2023-12-08T21:00:00Z,53406358,269559,30788114,0,False,True,538804,0,0,269245,22618243,1702069200000,Closed
8,195.99,193.67,194.2,195.71,2023-12-08T21:00:00Z,53406358,269559,30788114,0,False,True,538804,0,0,269245,22618243,1702069200000,Closed
9,195.99,193.67,194.2,195.71,2023-12-08T21:00:00Z,53406358,269559,30788114,0,False,True,538804,0,0,269245,22618243,1702069200000,Closed
10,193.49,191.42,193.11,193.18,2023-12-11T21:00:00Z,60943699,350948,35574874,0,False,True,691057,0,0,340109,25368824,1702328400000,Closed
11,194.72,191.72,193.08,194.71,2023-12-12T21:00:00Z,52696900,256150,22632101,0,False,True,510664,0,0,254514,30064799,1702414800000,Closed
12,198,194.85,195.09,197.96,2023-12-13T21:00:00Z,70404183,336117,28488742,0,False,True,672426,0,0,336309,41915440,1702501200000,Closed
13,199.62,196.16,198.02,198.11,2023-12-14T21:00:00Z,66831572,347719,37343561,0,False,True,691758,0,0,344039,29488011,1702587600000,Closed
14,198.4,197,197.53,197.57,2023-12-15T21:00:00Z,128538401,310778,58885288,0,False,True,624364,0,0,313586,69653112,1702674000000,Closed
15,198.4,197,197.53,197.57,2023-12-15T21:00:00Z,128538401,311147,58884227,0,False,True,625104,0,0,313957,69654173,1702674000000,Closed
16,198.4,197,197.53,197.57,2023-12-15T21:00:00Z,128538401,311147,58884227,0,False,True,625104,0,0,313957,69654173,1702674000000,Closed
17,196.63,194.39,196.09,195.89,2023-12-18T21:00:00Z,55751861,330488,20040573,0,False,True,655697,0,0,325209,35711288,1702933200000,Closed
18,196.95,195.89,196.16,196.94,2023-12-19T21:00:00Z,40714051,228866,16612422,0,False,True,451636,0,0,222770,24101629,1703019600000,Closed
19,197.68,194.83,196.9,194.83,2023-12-20T21:00:00Z,52242815,276420,33015098,0,False,True,550552,0,0,274132,19227717,1703106000000,Closed
20,197.08,193.5,196.1,194.68,2023-12-21T21:00:00Z,46482549,280348,27959210,0,False,True,554814,0,0,274466,18523339,1703192400000,Closed
21,195.41,192.97,195.18,193.6,2023-12-22T21:00:00Z,37149570,252988,21684031,0,False,True,500499,0,0,247511,15465539,1703278800000,Closed
22,195.41,192.97,195.18,193.6,2023-12-22T21:00:00Z,37149570,252988,21684031,0,False,True,500499,0,0,247511,15465539,1703278800000,Closed
23,195.41,192.97,195.18,193.6,2023-12-22T21:00:00Z,37149570,252988,21684031,0,False,True,500499,0,0,247511,15465539,1703278800000,Closed
24,195.41,192.97,195.18,193.6,2023-12-22T21:00:00Z,37149570,252988,21684031,0,False,True,500499,0,0,247511,15465539,1703278800000,Closed
25,193.89,192.83,193.61,193.05,2023-12-26T21:00:00Z,28919310,247802,16509309,0,False,True,488261,0,0,240459,12410001,1703624400000,Closed
26,193.5,191.09,192.49,193.15,2023-12-27T21:00:00Z,48087681,277754,27754804,0,False,True,547689,0,0,269935,20332876,1703710800000,Closed
27,194.66,193.17,194.14,193.58,2023-12-28T21:00:00Z,34049898,241224,19911903,0,False,True,472301,0,0,231077,14137994,1703797200000,Closed
28,194.4,191.73,193.9,192.53,2023-12-29T21:00:00Z,42672148,259206,26147099,0,False,True,508847,0,0,249641,16525049,1703883600000,Closed
29,194.4,191.73,193.9,192.53,2023-12-29T21:00:00Z,42672148,259206,26147099,0,False,True,508847,0,0,249641,16525049,1703883600000,Closed
30,194.4,191.73,193.9,192.53,2023-12-29T21:00:00Z,42672148,259009,26145795,0,False,True,508464,0,0,249455,16526352,1703883600000,Closed
31,194.4,191.73,193.9,192.53,2023-12-29T21:00:00Z,42672148,259206,26147099,0,False,True,508847,0,0,249641,16525049,1703883600000,Closed
32,188.44,183.89,187.15,185.64,2024-01-02T21:00:00Z,82488674,508197,34106806,0,False,True,1008562,0,0,500365,48381868,1704229200000,Closed
33,185.88,183.43,184.22,184.25,2024-01-03T21:00:00Z,58414460,329984,24675464,0,False,True,656736,0,0,326752,33738995,1704315600000,Closed
34,183.09,180.88,182.15,181.91,2024-01-04T21:00:00Z,71983570,356991,42868796,0,False,True,712531,0,0,355540,29114774,1704402000000,Closed
35,182.76,180.17,181.99,181.18,2024-01-05T21:00:00Z,62379661,341946,26212465,0,False,True,681200,0,0,339254,36167195,1704488400000,Closed
36,182.76,180.17,181.99,181.18,2024-01-05T21:00:00Z,62379661,342345,26221405,0,False,True,681960,0,0,339615,36158255,1704488400000,Closed
37,182.76,180.17,181.99,181.18,2024-01-05T21:00:00Z,62379661,341946,26212465,0,False,True,681200,0,0,339254,36167195,1704488400000,Closed
38,185.6,181.5,182.09,185.56,2024-01-08T21:00:00Z,59144470,332370,21944474,0,False,True,668886,0,0,336516,37199996,1704747600000,Closed
39,185.15,182.73,183.92,185.14,2024-01-09T21:00:00Z,42841809,268463,18085722,0,False,True,538138,0,0,269675,24756087,1704834000000,Closed
40,186.4,183.92,184.35,186.19,2024-01-10T21:00:00Z,46792908,277989,20309978,0,False,True,554560,0,0,276571,26482930,1704920400000,Closed
41,187.05,183.62,186.54,185.59,2024-01-11T21:00:00Z,49128408,294408,23229185,0,False,True,583951,0,0,289543,25899223,1705006800000,Closed
42,186.74,185.19,186.06,185.92,2024-01-12T21:00:00Z,40477782,237837,14945315,0,False,True,477043,0,0,239206,25532466,1705093200000,Closed
43,186.74,185.19,186.06,185.92,2024-01-12T21:00:00Z,40477782,237837,14945315,0,False,True,477043,0,0,239206,25532466,1705093200000,Closed
44,186.74,185.19,186.06,185.92,2024-01-12T21:00:00Z,40477782,237837,14945315,0,False,True,477043,0,0,239206,25532466,1705093200000,Closed
45,186.74,185.19,186.06,185.92,2024-01-12T21:00:00Z,40477782,237837,14945315,0,False,True,477043,0,0,239206,25532466,1705093200000,Closed
46,184.26,180.93,182.16,183.63,2024-01-16T21:00:00Z,65603041,384103,29300043,0,False,True,767156,0,0,383053,36302998,1705438800000,Closed
47,182.93,180.3,181.27,182.68,2024-01-17T21:00:00Z,47317433,297278,20445841,0,False,True,594489,0,0,297211,26871592,1705525200000,Closed
48,189.14,185.83,186.09,188.63,2024-01-18T21:00:00Z,78005754,394560,43187969,0,False,True,786992,0,0,392432,34817785,1705611600000,Closed
49,191.95,188.82,189.33,191.56,2024-01-19T21:00:00Z,68902985,340972,28173426,0,False,True,682312,0,0,341340,40729558,1705698000000,Closed
50,191.95,188.82,189.33,191.56,2024-01-19T21:00:00Z,68902985,340972,28173426,0,False,True,682312,0,0,341340,40729558,1705698000000,Closed
51,191.95,188.82,189.33,191.56,2024-01-19T21:00:00Z,68902985,340972,28173426,0,False,True,682312,0,0,341340,40729558,1705698000000,Closed
52,195.33,192.26,192.3,193.89,2024-01-22T21:00:00Z,60133852,359784,24717790,0,False,True,717790,0,0,358006,35416062,1705957200000,Closed
53,195.75,193.83,195.02,195.18,2024-01-23T21:00:00Z,42355590,266391,18463390,0,False,True,532787,0,0,266396,23892200,1706043600000,Closed
54,196.38,194.34,195.42,194.5,2024-01-24T21:00:00Z,53631316,295926,29568196,0,False,True,594362,0,0,298436,24063119,1706130000000,Closed
55,196.27,193.11,195.22,194.17,2024-01-25T21:00:00Z,54822126,326116,32321192,0,False,True,644398,0,0,318282,22500934,1706216400000,Closed
56,194.76,191.94,194.27,192.42,2024-01-26T21:00:00Z,44594011,268795,18270683,0,False,True,534102,0,0,265307,26323328,1706302800000,Closed
57,194.76,191.94,194.27,192.42,2024-01-26T21:00:00Z,44594011,268795,18270683,0,False,True,534102,0,0,265307,26323328,1706302800000,Closed
58,194.76,191.94,194.27,192.42,2024-01-26T21:00:00Z,44594011,268795,18270683,0,False,True,534102,0,0,265307,26323328,1706302800000,Closed
59,192.2,189.58,192.01,191.73,2024-01-29T21:00:00Z,47145622,300304,25751597,0,False,True,599234,0,0,298930,21394024,1706562000000,Closed
60,191.8,187.47,190.94,188.04,2024-01-30T21:00:00Z,55859370,347500,24705161,0,False,True,690635,0,0,343135,31154208,1706648400000,Closed
61,187.1,184.35,187.04,184.4,2024-01-31T21:00:00Z,55467803,341195,34470553,0,False,True,679585,0,0,338390,20997249,1706734800000,Closed
62,186.95,183.82,183.99,186.86,2024-02-01T21:00:00Z,64885408,411257,35978114,0,False,True,820568,0,0,409311,28907293,1706821200000,Closed
63,187.33,179.25,179.86,185.85,2024-02-02T21:00:00Z,102551680,557118,46348797,0,False,True,1107227,0,0,550109,56202882,1706907600000,Closed
64,187.33,179.25,179.86,185.85,2024-02-02T21:00:00Z,102551680,557492,46346942,0,False,True,1107973,0,0,550481,56204738,1706907600000,Closed
65,187.33,179.25,179.86,185.85,2024-02-02T21:00:00Z,102551680,557492,46346942,0,False,True,1107973,0,0,550481,56204738,1706907600000,Closed
66,189.25,185.84,188.15,187.68,2024-02-05T21:00:00Z,69668820,402165,31257304,0,False,True,804555,0,0,402390,38411516,1707166800000,Closed
67,189.31,186.77,186.86,189.3,2024-02-06T21:00:00Z,43490759,266013,18167124,0,False,True,530694,0,0,264681,25323635,1707253200000,Closed
68,191.05,188.61,190.64,189.41,2024-02-07T21:00:00Z,53438955,294756,27955799,0,False,True,595961,0,0,301205,25483156,1707339600000,Closed
69,189.54,187.35,189.39,188.32,2024-02-08T21:00:00Z,40962046,261248,17174019,0,False,True,521402,0,0,260154,23788027,1707426000000,Closed
70,189.99,188,188.65,188.85,2024-02-09T21:00:00Z,45155216,266638,17908486,0,False,True,544564,0,0,277926,27246730,1707512400000,Closed
71,189.99,188,188.65,188.85,2024-02-09T21:00:00Z,45155216,266638,17908486,0,False,True,544564,0,0,277926,27246730,1707512400000,Closed
72,189.99,188,188.65,188.85,2024-02-09T21:00:00Z,45155216,266638,17908486,0,False,True,544564,0,0,277926,27246730,1707512400000,Closed
73,188.67,186.79,188.42,187.15,2024-02-12T21:00:00Z,41781934,294461,17021839,0,False,True,585516,0,0,291055,24760095,1707771600000,Closed
74,186.21,183.51,185.77,185.04,2024-02-13T21:00:00Z,56529529,321329,34419745,0,False,True,643743,0,0,322414,22109783,1707858000000,Closed
75,185.53,182.44,185.32,184.15,2024-02-14T21:00:00Z,54630517,339643,22501755,0,False,True,678447,0,0,338804,32128762,1707944400000,Closed
76,184.49,181.35,183.55,183.86,2024-02-15T21:00:00Z,65434496,377607,36273047,0,False,True,755838,0,0,378231,29161449,1708030800000,Closed
77,184.85,181.67,183.42,182.31,2024-02-16T21:00:00Z,49752465,305715,20655403,0,False,True,611592,0,0,305877,29097061,1708117200000,Closed
78,184.85,181.67,183.42,182.31,2024-02-16T21:00:00Z,49752465,305715,20655403,0,False,True,611592,0,0,305877,29097061,1708117200000,Closed
79,184.85,181.67,183.42,182.31,2024-02-16T21:00:00Z,49752465,305715,20655403,0,False,True,611592,0,0,305877,29097061,1708117200000,Closed
80,184.85,181.67,183.42,182.31,2024-02-16T21:00:00Z,49752465,305715,20655403,0,False,True,611592,0,0,305877,29097061,1708117200000,Closed
81,182.43,180,181.79,181.56,2024-02-20T21:00:00Z,53665553,357298,30779869,0,False,True,712073,0,0,354775,22885683,1708462800000,Closed
82,182.89,180.66,181.94,182.32,2024-02-21T21:00:00Z,41529674,262707,19684966,0,False,True,522364,0,0,259657,21844708,1708549200000,Closed
83,184.96,182.46,183.48,184.37,2024-02-22T21:00:00Z,52292208,305641,21614042,0,False,True,613660,0,0,308019,30678165,1708635600000,Closed
84,185.04,182.23,185.01,182.52,2024-02-23T21:00:00Z,45119677,275147,20758889,0,False,True,549186,0,0,274039,24360787,1708722000000,Closed
85,185.04,182.23,185.01,182.52,2024-02-23T21:00:00Z,45119677,275147,20758889,0,False,True,549186,0,0,274039,24360787,1708722000000,Closed
86,185.04,182.23,185.01,182.52,2024-02-23T21:00:00Z,45119677,275147,20758889,0,False,True,549186,0,0,274039,24360787,1708722000000,Closed
87,182.76,180.65,182.24,181.16,2024-02-26T21:00:00Z,40867421,308033,17361718,0,False,True,615513,0,0,307480,23505703,1708981200000,Closed
88,183.92,179.56,181.1,182.63,2024-02-27T21:00:00Z,54318851,334046,26118835,0,False,True,669996,0,0,335950,28200015,1709067600000,Closed
89,183.12,180.13,182.51,181.42,2024-02-28T21:00:00Z,48953939,298818,26098418,0,False,True,596424,0,0,297606,22855521,1709154000000,Closed
90,182.57,179.53,181.27,180.75,2024-02-29T21:00:00Z,136682597,405411,35386266,0,False,True,812650,0,0,407239,101296330,1709240400000,Closed
91,180.53,177.38,179.55,179.66,2024-03-01T21:00:00Z,73563082,459097,33156093,0,False,True,910784,0,0,451687,40406989,1709326800000,Closed
92,180.53,177.38,179.55,179.66,2024-03-01T21:00:00Z,73563082,458653,33154116,0,False,True,909906,0,0,451253,40408966,1709326800000,Closed
93,180.53,177.38,179.55,179.66,2024-03-01T21:00:00Z,73563082,459097,33156093,0,False,True,910784,0,0,451687,40406989,1709326800000,Closed
94,176.9,173.79,176.15,175.1,2024-03-04T21:00:00Z,81510101,587106,38030709,0,False,True,1166982,0,0,579876,43479391,1709586000000,Closed
95,172.04,169.62,170.76,170.12,2024-03-05T21:00:00Z,95132355,555945,54493997,0,False,True,1108361,0,0,552416,40638357,1709672400000,Closed
96,171.24,168.68,171.06,169.12,2024-03-06T21:00:00Z,68587707,451398,37131302,0,False,True,896076,0,0,444678,31456404,1709758800000,Closed
97,170.73,168.49,169.15,169,2024-03-07T21:00:00Z,71765061,414746,31716448,0,False,True,825198,0,0,410452,40048613,1709845200000,Closed
98,173.7,168.94,169,170.73,2024-03-08T21:00:00Z,76267041,461521,42493636,0,False,True,925174,0,0,463653,33773405,1709931600000,Closed
99,173.7,168.94,169,170.73,2024-03-08T21:00:00Z,76267041,461521,42493636,0,False,True,925174,0,0,463653,33773405,1709931600000,Closed
100,173.7,168.94,169,170.73,2024-03-08T21:00:00Z,76267041,461521,42493636,0,False,True,925174,0,0,463653,33773405,1709931600000,Closed
101,174.38,172.05,172.94,172.75,2024-03-11T20:00:00Z,60139473,396997,34926102,0,False,True,793395,0,0,396398,25213370,1710187200000,Closed
102,174.03,171.01,173.15,173.23,2024-03-12T20:00:00Z,59825372,366012,25858148,0,False,True,734696,0,0,368684,33967224,1710273600000,Closed
103,173.19,170.76,172.77,171.13,2024-03-13T20:00:00Z,52439511,322548,23447002,0,False,True,645089,0,0,322541,28992509,1710360000000,Closed
